tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N287AT,2006.0,Fixed wing multi engine,BOEING,737-76N,2.0,149.0,,Turbo-fan
N289AT,2006.0,Fixed wing multi engine,BOEING,737-76N,2.0,149.0,,Turbo-fan
N29124,1998.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N29129,1998.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N291AT,2006.0,Fixed wing multi engine,BOEING,737-76N,2.0,149.0,,Turbo-fan
N292PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N293PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N294PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N295AT,2006.0,Fixed wing multi engine,BOEING,737-76N,2.0,149.0,,Turbo-fan
N295PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N296PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N29717,1999.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N297PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N298PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N29906,2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,,Turbo-fan
N29917,2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,,Turbo-fan
N299AT,2006.0,Fixed wing multi engine,BOEING,737-76N,2.0,149.0,,Turbo-fan
N299PQ,2013.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N30401,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N305DQ,2008.0,Fixed wing multi engine,BOEING,737-732,2.0,149.0,,Turbo-fan
N309AT,2006.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N31131,2003.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,,Turbo-fan
N31412,2002.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N315AT,,Fixed wing single engine,JOHN G HESS,AT-5,1.0,2.0,,4 Cycle
N319AA,1985.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N320AA,1985.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N323AA,1986.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N32404,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N324AA,1986.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N325AA,1986.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N326AT,2007.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N327AA,1986.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N328AA,1986.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N329AA,1987.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N330AT,2007.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N33103,1994.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N33132,1998.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N33182,2005.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,,Turbo-fan
N33203,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33209,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33262,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33264,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33266,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33284,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33286,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33289,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33292,,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N33294,2005.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N332AA,1987.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N335AA,1987.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N336AA,1987.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N336AT,2008.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N33714,1998.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N338AA,1987.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N338AT,2008.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N339AA,1988.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,,Turbo-fan
N34110,2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,,Turbo-fan
N34111,2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,,Turbo-fan
N34131,1998.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N34137,1999.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N34222,1998.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N34282,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N34455,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N34460,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N344SW,1989.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N347SW,1989.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N349SW,1989.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N350SW,1989.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N35204,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N35260,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N35271,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N353AT,2009.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N35407,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N354AA,1988.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N359AA,1988.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N36207,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N36247,1999.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N36272,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N36280,2003.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N36444,2010.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N36447,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N36469,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N36472,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N36476,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N368AA,1991.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N36915,2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,,Turbo-fan
N371AA,1992.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N37252,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37253,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37255,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37263,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37267,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37273,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37274,2002.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37277,2002.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37281,2003.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37287,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37290,2004.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37293,2005.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37298,2005.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N37408,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N37409,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N37413,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37419,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37420,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37422,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37427,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37434,2009.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37437,2009.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37456,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37462,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37464,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37465,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37466,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37468,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37470,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37471,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N37474,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N374AA,1992.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N3752,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3753,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3756,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3759,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3765,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3766,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3767,2001.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3768,2002.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N37700,2002.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N38257,2000.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N38268,2001.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N38403,2001.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,,Turbo-fan
N38417,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38424,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38443,2010.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38446,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38451,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38454,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38458,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38459,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38467,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N38473,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N384AA,1993.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N386AA,1994.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N38727,1999.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N388AA,1995.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N389AA,1995.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N390AA,1995.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N391AA,1995.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N39297,2005.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N39415,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39416,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39418,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39423,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39450,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39461,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39463,2012.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39475,2013.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N39726,1999.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N39728,1999.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N398AA,,Fixed wing multi engine,LEARJET,60,2.0,11.0,,Turbo-fan
N406US,1988.0,Fixed wing multi engine,BOEING,737-401,2.0,149.0,,Turbo-jet
N409US,1988.0,Fixed wing multi engine,BOEING,737-401,2.0,149.0,,Turbo-jet
N41104,2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,,Turbo-fan
N41135,1999.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N41140,2000.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N419US,1989.0,Fixed wing multi engine,BOEING,737-401,2.0,149.0,,Turbo-jet
N420US,1989.0,Fixed wing multi engine,BOEING,737-401,2.0,149.0,,Turbo-jet
N427US,1989.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N430US,1989.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N432US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N433AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,,Turbo-fan
N433US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N434US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N435AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,,Turbo-fan
N435US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N438US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N439US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N440US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N441US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N443US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N444US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N449US,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N450UW,1990.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N452UW,1991.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N453UW,1991.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N45440,2009.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N455UW,1991.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N45905,2012.0,Fixed wing multi engine,BOEING,787-8,2.0,260.0,,Turbo-fan
N460UW,1991.0,Fixed wing multi engine,BOEING,737-4B7,2.0,149.0,,Turbo-fan
N466WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N47414,2008.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N48127,1998.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,,Turbo-jet
N48901,2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,,Turbo-fan
N501MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N501US,1985.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N502MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N503MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N503UA,1989.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N503US,1985.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N504MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N504UA,1989.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N505MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N505SW,1990.0,Fixed wing multi engine,BOEING,737-5H4,2.0,149.0,,Turbo-jet
N506MJ,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N507MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N507US,1985.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N508MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N508UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N509MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N509SW,1990.0,Fixed wing multi engine,BOEING,737-5H4,2.0,149.0,,Turbo-jet
N510MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N510SW,1990.0,Fixed wing multi engine,BOEING,737-5H4,2.0,149.0,,Turbo-jet
N511MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N511UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N512MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N512SW,1991.0,Fixed wing multi engine,BOEING,737-5H4,2.0,149.0,,Turbo-jet
N513MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N513UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N514MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N515MJ,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N515UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N516LR,2006.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N517AA,,Fixed wing single engine,HURLEY JAMES LARRY,FALCON-XP,1.0,2.0,,Reciprocating
N517UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N518LR,2006.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N519AA,1979.0,Fixed wing multi engine,CESSNA,550,2.0,8.0,,Turbo-fan
N519LR,2006.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N519UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N520UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N520UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N521AA,,Fixed wing single engine,STEWART MA,FALCON-XP,1.0,2.0,,Reciprocating
N521LR,2006.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N521UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N521US,1986.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N522LR,2006.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N523UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N524UA,1990.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N525AA,1980.0,Fixed wing multi engine,PIPER,PA-31-350,2.0,8.0,162.0,Reciprocating
N530UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N531JB,,Fixed wing single engine,BARKER JACK,ZODIAC 601HDS,1.0,2.0,,Reciprocating
N531US,1988.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N533UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N53441,,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N53442,2009.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,,Turbo-fan
N534UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N536AA,,Fixed wing single engine,AMERICAN AIRCRAFT,FALCON XP,1.0,2.0,,Reciprocating
N536UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N538UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N539UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N540AA,,Fixed wing single engine,AMERICAN AIRCRAFT,FALCON XP,1.0,2.0,,Reciprocating
N541UA,1991.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N541UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N54241,1999.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,,Turbo-fan
N544AA,2007.0,Fixed wing single engine,FRIEDEMANN JON,VANS AIRCRAFT RV6,1.0,2.0,,Reciprocating
N545AA,1976.0,Fixed wing single engine,PIPER,PA-32R-300,1.0,7.0,126.0,Reciprocating
N54711,1998.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,,Turbo-jet
N547UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N548UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N550UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N551AA,1985.0,Fixed wing single engine,LEBLANC GLENN,FALCON XP,1.0,2.0,,Reciprocating
N551UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N552AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N552UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N553UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N554AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N554UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N555AY,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N555UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N556UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N557UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N558UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N559UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N560UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N561UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N562UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N563UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N564UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N564UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N565UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N565UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N566UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N566UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N567UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N56859,2004.0,Fixed wing multi engine,BOEING,757-324,2.0,275.0,,Turbo-fan
N569UA,1992.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,,Turbo-jet
N569UW,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
